Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,9/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Angola,AGO,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,39.89487521,40.22603354,41.04719138,41.8935963,42.78203083,43.71284814,44.69279622,45.70897757,46.7435702,47.75720919,48.72744674,49.17440463,49.15427491,49.07510176,48.95241668,48.80288983,48.63560601,48.44526713,48.21311453,47.90876786,47.52102978,47.03944756,46.50164783,45.97762818,46.08329606,46.32124654,46.71832276,47.24132632,47.82476363,48.37358808,48.83634989,49.19305027,49.47257507,49.72656412,50.03089542,50.42793177,50.93562085,51.49442891,52.08300196,52.62547378,53.08198105,53.43624888,53.7214894,53.97287857,54.23578323,54.53570125,54.88551211,55.27493546,54.4819483,53.72083636,52.9870078,52.28080454,51.6170311,51.00294174,50.44025692
Angola,AGO,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,256496,272798,292948,314616,337952,362983,389940,418938,450176,483690,519792,553738,585679,619495,655457,693659,734313,777412,823306,872129,924160,979399,1038310,1101104,1173300,1250016,1331871,1419093,1512165,1611067,1716595,1829044,1949038,2076551,2206094,2343753,2490249,2644652,2808901,2983391,3169028,3365702,3574927,3797208,4033699,4284264,4550833,4834049,5042053,5258517,5484719,5720785,5967151,6224275,6492631
Angola,AGO,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,4.866317425,5.082605048,5.35955162,5.652656362,5.964875308,6.296295333,6.650217069,7.025823808,7.421184044,7.829609161,8.249397831,8.601561596,8.890564415,9.177411386,9.466793207,9.759763647,10.05976019,10.36366933,10.66853921,10.96620068,11.25384348,11.52512076,11.78891517,12.06206172,12.42255359,12.8269799,13.28721929,13.79674057,14.34024435,14.8883485,15.42608783,15.94330908,16.44900642,16.95588541,17.44156987,17.96989205,18.54959916,19.16155118,19.7981281,20.4314099,21.04458584,21.62659641,22.19115122,22.74949457,23.32224567,23.91714326,24.54408273,25.19845931,25.41069055,25.62617254,25.84698817,26.07195254,26.30365775,26.54478582,26.79857422
Angola,AGO,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.19,0.19,0.19,0.1995,0.15,0.18,0.13,0.33,0.29,0.29,0.36,0.3708,0.39,,0.43,,0.42,,0.51
Angola,AGO,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.38,0.38,0.38,0.399,0.3,0.36,0.19,0.39,0.39,0.39,0.5,0.515,0.53,,0.65,,0.63,,0.76
Angola,AGO,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.1,52.1,52.1,52.1,53.3,54.5,55.6,56.8,57.9,59.1,60.3,61.4,62.6,63.8,64.9,66.1,67.2,68.4,69.6,70.7,71.9,73,74.2,75.4,75.4
Angola,AGO,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.6,64.6,64.6,64.6,65.8,67,68.2,69.4,70.6,71.8,73,74.2,75.4,76.6,77.8,79,80.2,81.4,82.6,83.8,85,86.2,87.4,88.6,88.6
Angola,AGO,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,
Angola,AGO,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,
Angola,AGO,Urban population growth (annual %),SP.URB.GROW,4.967043979,5.232728064,5.511646883,5.491426179,5.444380493,5.369982594,5.315378531,5.284271351,5.304803992,5.376837417,5.521154316,5.28526084,5.120628253,5.226887567,5.323209823,5.378598808,5.42312349,5.457815665,5.553195878,5.705993704,5.892361785,6.084297911,6.222664658,6.209272996,6.021094815,5.718487137,5.388429594,5.1288873,5.02322613,5.092467575,5.289989688,5.514296435,5.684090766,5.721407158,5.631940796,5.451610597,5.248968032,5.10299034,5.066158825,5.16650416,5.347495402,5.528934716,5.670292559,5.735801369,5.725267469,5.642642605,5.563296851,5.495633758,5.439030198,5.389860255,5.363941064,5.330266512,5.266279893,5.185361605,5.097879089
Angola,AGO,Urban population,SP.URB.TOTL,550013,579560,612400,646970,683170,720859,760212,801464,845128,891813,942436,993586,1045789,1101905,1162151,1226370,1294714,1367341,1445420,1530294,1623174,1724999,1835750,1953350,2074576,2196668,2318281,2440285,2565997,2700054,2846732,3008118,3184055,3371540,3566872,3766722,3969717,4177549,4394643,4627660,4881860,5159376,5460381,5782734,6123472,6478932,6849589,7236553,7641052,8064195,8508565,8974399,9459682,9963141,10484219
Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,10.435,10.798,11.204,11.624,12.058,12.504,12.965,13.441,13.932,14.436,14.957,15.434,15.875,16.324,16.785,17.255,17.737,18.228,18.73,19.242,19.766,20.299,20.843,21.398,21.965,22.541,23.128,23.725,24.334,24.952,25.582,26.221,26.872,27.53,28.2,28.88,29.57,30.268,30.975,31.692,32.419,33.152,33.895,34.645,35.405,36.169,36.942,37.722,38.509,39.299,40.097,40.9,41.699,42.49,43.274
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,,60.57664234,62.45689781,64.32923358,66.20930657,68.05806569,69.87492701,71.73715328,73.80554745,75.97427007,77.93718978,79.84864964,81.86591241,83.82306569,85.77094891,87.76755474,89.72722628,91.73525547,93.65934307,95.54131387,97.51813869,99.49109489,101.6159854,103.7941606,106.0010584,108.2029927,110.315146,112.5403285,114.6837956,117.8081387,119.9467883,119.2259124,118.505073,117.7841971,117.0633577,116.3424818,115.6216423,114.9007664,114.179927,113.4590511,112.7382117,111.685146,111.3507299,110.9348905,110.4722263,109.9082847,109.2170438,108.394781,107.5662044,106.8437591,106.314635,106.0138686,105.8572628,105.7432847,105.6377737
Albania,ALB,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albania,ALB,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.43,0.43,0.43,0.4515,0.3,0.36,0.51,0.71,1.02,1.02,1.29,1.3287,1.31,,1.4,,1.79,,1.71
Albania,ALB,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.86,0.86,0.86,0.903,0.57,0.684,0.8,1,1.23,1.23,1.44,1.4832,1.36,,1.46,,1.81,,1.76
Albania,ALB,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,99.9,99.5,99.1,98.8,98.4,98,97.6,97.2,96.9,96.5,96.1,95.7,95.3,94.9
Albania,ALB,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,94.5,94.5,94.5,94.5,94.5,94.6,94.6,94.7,94.7,94.8,94.8,94.9,94.9,95,95,95.1,95.1,95.2,95.2,95.3,95.3,95.4,95.4,95.5
Albania,ALB,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,2.3,,,1.9,,,,2.9,,
Albania,ALB,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,,,11.2,,,10.1,,,,13.6,,
Albania,ALB,Urban population growth (annual %),SP.URB.GROW,5.39154054,3.893009665,3.289207022,3.182264531,3.112068144,2.984828013,2.864945444,2.859929437,3.071745751,3.219848385,3.157619134,3.029187299,3.100658737,2.964573466,2.89871135,2.902126121,2.805688761,2.810024998,2.669114362,2.582275994,2.82702035,2.775926165,2.883273307,2.890837193,2.867971958,2.817046493,2.691391059,2.755141155,2.639152558,3.437377879,2.543042545,0.141060582,0.87843043,0.85553496,0.84372567,0.82417126,0.812476342,0.788237295,0.774515179,0.755983737,0.742478629,0.710442618,2.181208904,2.060274182,1.971798937,1.826429357,1.662227897,1.49221507,1.435124211,1.473287913,1.609373264,1.773496394,1.865712376,1.811849278,1.735761712
Albania,ALB,Urban population,SP.URB.TOTL,493982,513592,530766,547928,565248,582374,599300,616687,635924,656733,677801,698647,720649,742333,764166,786668,809052,832109,854618,876974,902120,927513,954645,982645,1011235,1040127,1068501,1098349,1127722,1167160,1197222,1198912,1209490,1219882,1230218,1240399,1250518,1260414,1270214,1279853,1289391,1298584,1327220,1354848,1381828,1407298,1430886,1452398,1473392,1495260,1519519,1546708,1575836,1604648,1632744
Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,30.705,30.943,31.015,31.086,31.158,31.23,31.302,31.374,31.446,31.548,31.74,31.933,32.127,32.321,32.516,32.712,32.908,33.105,33.302,33.5,33.762,34.024,34.287,34.552,34.817,35.083,35.35,35.619,35.888,36.158,36.428,36.7,37.249,37.799,38.354,38.911,39.473,40.035,40.601,41.169,41.741,42.435,43.501,44.573,45.651,46.731,47.815,48.902,49.991,51.076,52.163,53.247,54.33,55.383,56.409
Arab World,ARB,Population density (people per sq. km of land area),EN.POP.DNST,,6.976025891,7.170528165,7.372141255,7.580277012,7.794484026,8.015255177,8.242830261,8.475980861,8.713045647,8.953400502,9.195004914,9.440884053,9.69725692,9.972279929,10.27153519,10.59742325,10.94768567,11.31667894,11.6960307,12.07950321,12.46537912,12.85486235,13.24822014,13.64361742,14.05060867,14.46434286,14.87930915,15.29710479,15.71471062,16.28956243,16.7482033,17.0585815,17.51155596,17.9682479,18.53095171,18.9591781,19.38142152,19.79871588,20.22107608,20.6514641,21.09207039,21.54296763,22.00947868,22.49778399,23.01180402,23.55512959,24.1243601,24.71112633,25.30591809,25.88869713,26.48490937,27.08343899,27.68413543,28.28435482
Arab World,ARB,Population in largest city,EN.URB.LCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,33.7129878,33.81331045,33.93770819,34.07655921,34.25000353,34.43674538,34.54938589,34.47967246,34.444089,34.44909592,34.47448232,34.55485556,34.65681701,34.77937987,34.8614522,34.89389688,34.663687,34.37093108,33.95708202,33.54352212,33.14191587,32.75230797,32.38960394,31.99443143,31.64831875,31.34025963,31.07364526,30.97090894,31.00674155,31.02043318,30.94639127,30.9376526,30.35944053,30.42798536,30.43105206,30.89804397,30.93928224,30.88565163,30.8163263,30.74539059,30.68083183,30.62219062,30.6301837,30.57180535,30.32464215,30.0797,29.84548589,29.37557516,29.55338458,29.51949075,29.52772494,29.56340509,29.63040239,29.72617417,29.85097454
Arab World,ARB,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,14.64495806,14.96462028,15.29378671,15.65339156,16.05582911,16.48276586,16.87055786,17.14486077,17.43806127,17.75480096,18.09110759,18.45081191,18.82739431,19.21417051,19.56716556,19.85981982,20.01717776,20.12799479,20.18240023,20.23672439,20.30863214,20.38417918,20.4512678,20.50479697,20.5924988,20.68658127,20.79905999,20.96609147,21.168775,21.3538295,21.55699224,21.73256805,21.54509699,21.71259983,21.8097374,22.19359496,22.29572667,22.37375878,22.45642007,22.54393365,22.63842515,22.73541953,22.86926377,22.96969306,22.96570705,22.97614571,22.99981643,22.88722287,23.14897366,23.29299412,23.4661807,23.6485854,23.85032043,24.06901674,24.30487235
Arab World,ARB,Pump price for diesel fuel (US$ per liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.165,0.165,0.165,0.17325,0.21,0.252,0.19,0.39,0.24,0.24,0.39,0.4017,0.49,,0.44,,0.42,,0.64
Arab World,ARB,Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.31,0.31,0.31,0.3255,0.28,0.336,0.295,0.495,0.32,0.32,0.37,0.3811,0.49,,0.55,,0.58,,0.825
Arab World,ARB,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.78621271,93.79065551,93.71075527,92.57621587,92.33461235,92.31675559,92.23271251,92.12090048,92.06740022,92.02708451,91.95210435,91.90980408,92.40661482,92.3483452,92.29012697,92.24772671,92.20349047,92.14515197,91.98163227,91.87257871,91.74971621,91.7060524,92.01524516,92.76152478,92.61220048
Arab World,ARB,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.81606482,87.1254891,86.92443803,86.22535085,86.34314891,86.63896895,86.7710522,86.9139327,87.01375304,87.20543477,87.36970813,87.54988811,87.7113206,87.90081976,88.09346381,88.29651424,88.52565798,88.680835,88.84661022,88.91350452,88.95030622,89.00911057,89.75422307,89.68768376,89.66748172
Arab World,ARB,Urban poverty gap at national poverty lines (%),SI.POV.URGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Urban poverty headcount ratio at national poverty lines (% of urban population),SI.POV.URHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Urban population growth (annual %),SP.URB.GROW,,5.194763412,5.199066757,5.244140499,5.282475116,5.339979502,5.151013286,4.781880106,4.763977629,4.723704973,4.687811373,4.559247461,4.563970155,4.55158072,4.465085261,4.510078616,4.580514396,4.586593727,4.609440131,4.575987997,4.549934654,4.498231797,4.425176881,4.412200539,4.403434539,4.329436795,4.254248311,4.011277097,3.761664408,3.559370202,4.779466275,3.620399301,1.809450305,3.354853056,3.095272653,4.118141719,2.661675881,2.663129998,2.662096421,2.66527308,2.661865209,2.663398499,2.669770242,2.70638415,2.786323911,2.902326193,3.014017816,3.06880652,3.079189224,3.02103534,2.909072053,2.846998983,2.773175324,2.708266601,2.645228071
Arab World,ARB,Urban population,SP.URB.TOTL,28937699,30440944,32023589,33702951,35483301,37378102,39303453,41182897,43144841,45182876,47300964,49457532,51714759,54068598,56482807,59030226,61734114,64565607,67541720,70632421,73846150,77167921,80582738,84138210,87843181,91646296,95545157,99377738,103115995,106786275,111890089,115940957,118038851,121998881,125775079,130954675,134440264,138020583,141694824,145471378,149343630,153321246,157414571,161674814,166179598,171002672,176156723,181562632,187153289,192807256,198416158,204065064,209724146,215404035,221101963
Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,31.28538421,32.02907571,32.78032272,33.55588082,34.35843171,35.19850608,35.99214681,36.67202552,37.36227298,38.06258308,38.77719175,39.47979135,40.20649478,40.92529699,41.57358273,42.18273691,42.75831621,43.28870085,43.8075319,44.32627622,44.87189949,45.43881156,46.01190766,46.6156134,47.25787312,47.87573256,48.48480148,49.0232368,49.47803439,49.87750408,50.41709792,50.81176842,50.78986713,51.13592539,51.37879115,51.87024422,52.04809839,52.27009003,52.53055436,52.80417968,53.07999511,53.35537081,53.63328642,53.91795008,54.21744335,54.5447536,54.89244365,55.2419328,55.59078484,55.93442544,56.26587233,56.56507743,56.84900267,57.12169594,57.38845654
United Arab Emirates,ARE,Population density (people per sq. km of land area),EN.POP.DNST,,1.207954545,1.342583732,1.497799043,1.653349282,1.798062201,1.926758373,2.054796651,2.216650718,2.458971292,2.816196172,3.29138756,3.876423445,4.579222488,5.406076555,6.354844498,7.440801435,8.646519139,9.897057416,11.09214115,12.16254785,13.07545455,13.85738038,14.57204545,15.31433014,16.15350478,17.11181818,18.1697488,19.30507177,20.47986842,21.66815789,22.88504785,24.15088517,25.4529067,26.77369617,28.1123445,29.51825359,31.04330144,32.70059809,34.49985646,36.48478469,38.49120813,40.59880383,43.37078947,47.55915072,53.61215311,61.85711722,71.89114833,82.53758373,92.17013158,99.63460526,104.4823206,107.087823,108.1337081,108.6858732
United Arab Emirates,ARE,Population in largest city,EN.URB.LCTY,36315,38544,40913,43427,46100,48929,51936,55128,60037,69485,80435,93112,107807,124772,144435,167197,186982,201914,218062,235501,254361,272033,288602,306179,324854,344611,366485,390561,416255,443562,472701,503755,536895,572116,609701,649755,693758,741762,793160,848120,906971,969728,1036922,1108773,1185712,1267755,1356135,1451113,1552888,1661491,1777855,1902368,2035792,2178167,2330499
United Arab Emirates,ARE,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,53.34949317,51.31263646,48.44182907,45.57781719,43.36089243,41.87979321,41.06976229,40.48349905,40.59873275,42.35728001,42.81281271,42.40497682,41.68758,40.84283437,40.04796828,39.43799844,37.61933216,34.87017417,32.81733467,31.54431187,30.99506489,30.84442237,30.95990045,31.3198723,31.70683858,31.97652408,32.17433673,32.34931137,32.50836617,32.71279891,33.01039962,33.36961173,33.76326505,34.20114084,34.71484565,35.30035906,35.81625531,36.20797466,36.55094995,36.84482616,37.06005105,37.36378141,37.68620548,37.53450395,36.42577015,34.38480397,31.7303312,29.08318928,26.99205007,25.75471489,25.3931329,25.8125934,26.85255741,28.35319119,30.08109702
